( vogue_0001 "In nineteen seventy two, my parents once woke us up in the middle of the night." )
( vogue_0002 "I was barely sixteen years old and suddenly I was in a foreign country." )
( vogue_0003 "I became a refugee, which meant fighting for survival every day." )
( vogue_0004 "Today, with armed conflict in Ukraine, refugees are once again streaming across borders." )
( vogue_0005 "From Moldova to Poland, shelters are full of harrowing tales." )
( vogue_0006 "At this moment, they have the world's attention and the world is sympathetic to their struggles." )
( vogue_0007 "In Syria, some families have lived in temporary settlements for almost eleven years now." )
( vogue_0008 "Refugees live in places where people cannot get critical supplies, such as food, clean water and medical services." )
( vogue_0009 "Women and girls become targets of gender based violence and childhood marriage." )
( vogue_0010 "From Ukraine to the world's many overlooked crises, we need to ensure the safety, health and recovery of refugees." )
( vogue_0011 "What experiences did they encounter on their journey to refugee camps or new countries?" )
( vogue_0012 "And what type of lives did they forge for themselves?" )
( vogue_0013 "As I write this, the war in Ukraine has hit the one month mark." )
( vogue_0014 "On the morning of twenty four February, after the first explosions, my husband and I looked at each other calmly." )
( vogue_0015 "When the war began, priorities reset themselves." )
( vogue_0016 "Three days later, he signed a contract with the armed forces, packed a backpack and left for the hospital." )
( vogue_0017 "But I am grateful for this experience I became stronger." )
( vogue_0018 "After one such incident, I decided to leave." )
( vogue_0019 "Not because I was scared of the war, but because I was scared by my reaction to it." )
( vogue_0020 "We hand out toilet paper, a plate of food, underwear, sweets for children." )
( vogue_0021 "No, Putin, you won't get it." )
( vogue_0022 "I lived under shelling and bombing, and I gave birth to my daughter, Sama, in the most difficult situation." )
( vogue_0023 "I did everything I could to stay in Syria, but eventually we were forced to flee." )
( vogue_0024 "I knew then I would never be the person I was before." )
( vogue_0025 "What people forget is that a refugee is not who you are, it's what happened to you." )
( vogue_0026 "The message I want to send to all refugees is this: try to fight." )
( vogue_0027 "Try to find hope in anything you can." )
( vogue_0028 "I hear Poland has already received more than two million Ukrainians." )
( vogue_0029 "This is a dangerous place to be." )
( vogue_0030 "We need to allow the human race to thrive and not just those tribes that we exist within." )
( vogue_0031 "It is a purely man made famine, a direct consequence of a brutal seven year old war." )
( vogue_0032 "In fact, they haven't offered the funds at all." )
( vogue_0033 "If it sounds like I'm asking, Why this but not that? I am." )
( vogue_0034 "If you feel this isn't the time to talk about these other ugly wars, you're wrong." )
( vogue_0035 "Forever, because that's something that stays in you: the fear, the desperation, the realisation that no one wants you." )
( vogue_0036 "Because in a time like this fashion loses its relevance and its actual right to exist." )
( vogue_0037 "The next morning, bombs rained down on us." )
( vogue_0038 "I never returned to unlock those doors." )
( vogue_0039 "That night no one in Kyiv slept." )
( vogue_0040 "In the days since leaving Kyiv, martial law had been introduced." )
( vogue_0041 "Men of military age could no longer leave Ukraine." )
( vogue_0042 "At forty, I can build something new from a broken life." )
( vogue_0043 "That is what being a refugee means to me: an obligation to do something better." )
( vogue_0044 "Here, people owe me nothing but have offered everything: a home, work, food." )
( vogue_0045 "After less than three years in Pakistan, my family sought refuge in Australia." )
( vogue_0046 "Those lucky enough to get on a train had to then face the despair of saying goodbye." )
( vogue_0047 "of becoming a refugee, there are often thousands of people who show kindness and hope along the way." )
( vogue_0048 "Ten years later, I was photographing Syrians fleeing into Iraq." )
( vogue_0049 "For all of them it was incredibly traumatic, but I'm always completely astonished by the resilience of human beings." )
( vogue_0050 "It's amazing to see where their life takes them." )
( vogue_0051 "I stand against Vladimir Putin and authoritarians and autocrats, including those that the US supports." )
( vogue_0052 "I was born and raised in this same camp, until I was seven years old." )
( vogue_0053 "Yes, my childhood had pain and trauma, but there were many happy times as well." )
( vogue_0054 "For these reasons, Minnesota is my forever home." )
( vogue_0055 "As a formerly displaced person, I want my story to give people hope." )
( vogue_0056 "Some of the first refugees I saw were in Bangladesh, during the war in nineteen seventy one." )
( vogue_0057 "It affects me to this day." )
( vogue_0058 "I have a great passion now for landscape." )
( vogue_0059 "It's the greatest tragedy of mankind." )
( vogue_0060 "That morning we didn't go about our usual routines, making coffee and planning out our upcoming day." )
( vogue_0061 "Our homes, no longer a shelter from the outside world, are still filled with memories of a serene life." )
